Tribunal;Magistrado;Mês/Ano Ref.;Subsídio;Direitos Pessoais ;Indenizações ;Direitos Eventuais ;Total de Rendimentos ;Previdência Pública ;Imposto de Renda;Descontos Diversos ;Retenção por Teto Constitucional ;Total de Descontos ;Rendimento Líquido ;Remuneração do órgão de origem ;Diárias 
TRF1;MARIA COTTAS LISBOA RAYOL;09/2020;33.689,11;0,00;0,00;0,00;33.689,11;-4.784,92;-6.555,70;0,00;0,00;-11.340,62;22.348,49;0,00;0,00
TRF1;MARIA DA GRACA PERES SOARES AMORIM;09/2020;26.653,87;0,00;0,00;0,00;26.653,87;-3.448,22;-5.512,19;-2.031,01;0,00;-10.991,42;15.662,45;0,00;0,00
TRF1;MARIA DA PENHA GOMES FONTENELE MENESES;09/2020;33.689,11;0,00;1.340,08;11.604,03;46.633,22;-5.497,99;-8.424,36;-275,05;-5.999,82;-20.197,22;26.436,00;0,00;0,00
TRF1;MARIA DE FATIMA DE PAULA PESSOA COSTA;09/2020;33.689,11;0,00;0,00;0,00;33.689,11;-5.704,67;-7.633,99;-1.570,27;0,00;-14.908,93;18.780,18;0,00;0,00
TRF1;MARIA DIVINA VITORIA;09/2020;33.689,11;0,00;0,00;0,00;33.689,11;-4.784,92;-7.027,16;-2.675,74;0,00;-14.487,82;19.201,29;0,00;0,00
TRF1;MARIA DO CARMO ARRUDA OLIVEIRA;09/2020;25.412,70;4.191,74;0,00;0,00;29.604,44;-4.008,83;-6.169,43;-4.430,31;0,00;-14.608,57;14.995,87;0,00;0,00
TRF1;MARIA DO CARMO CARDOSO;09/2020;35.462,22;0,00;910,08;11.820,74;48.193,04;-5.834,88;-7.986,22;-12.349,74;-7.989,64;-34.160,48;14.032,56;0,00;0,00
TRF1;MARIA DO SOCORRO MARANHAO SANTOS COSTA;09/2020;23.910,77;0,00;0,00;0,00;23.910,77;-2.927,03;-4.377,57;-1.828,46;0,00;-9.133,06;14.777,71;0,00;0,00
TRF1;MARIA DULCE MAIA  DIDIER;09/2020;33.689,11;0,00;0,00;0,00;33.689,11;-4.784,92;0,00;0,00;0,00;-4.784,92;28.904,19;0,00;0,00
TRF1;MARIA EDNA FAGUNDES VELOSO;09/2020;33.689,11;6.562,79;910,08;7.112,14;48.274,12;-6.562,79;-10.229,13;-1.681,51;-1.507,93;-19.981,36;28.292,76;0,00;0,00
TRF1;MARIA HELENA CARREIRA ALVIM RIBEIRO;09/2020;33.689,11;0,00;0,00;0,00;33.689,11;-4.784,92;0,00;-10.455,97;0,00;-15.240,89;18.448,22;0,00;0,00
TRF1;MARIA IZABEL MACIEL DUARTE;09/2020;23.076,06;0,00;0,00;0,00;23.076,06;-2.768,44;-4.191,64;-6.605,39;0,00;-13.565,47;9.510,59;0,00;0,00
TRF1;MARIA JOSE FERRO SEABRA NUNES;09/2020;33.689,11;0,00;0,00;0,00;33.689,11;-4.784,92;-7.079,29;0,00;0,00;-11.864,21;21.824,90;0,00;0,00
TRF1;MARIA LUCIA GOMES DE SOUZA;09/2020;33.689,11;5.497,99;910,08;24.590,78;64.687,96;-5.497,99;-12.275,92;-2.359,88;-7.317,61;-27.451,40;37.236,56;0,00;0,00
TRF1;MARIA LUCIA ORSINI DA COSTA VAL;09/2020;33.689,11;0,00;0,00;0,00;33.689,11;-4.784,92;-6.555,70;0,00;0,00;-11.340,62;22.348,49;0,00;0,00
TRF1;MARIA LUIZA VERSIANI LEITE SOARES;09/2020;35.462,22;0,00;0,00;0,00;35.462,22;-5.121,81;-6.950,66;-583,00;0,00;-12.655,47;22.806,75;0,00;0,00
TRF1;MARIA LUIZA VIANNA PESSOA DE MENDONCA;09/2020;28.635,74;0,00;0,00;0,00;28.635,74;-3.824,78;-5.430,06;-1.106,51;0,00;-10.361,35;18.274,39;0,00;0,00
TRF1;MARIA MAURA MARTINS MORAES TAYER;09/2020;33.689,11;5.497,99;910,08;11.229,60;51.326,78;-5.497,99;-8.424,35;-858,04;-5.625,39;-20.405,77;30.921,01;0,00;0,00
TRF1;MARIANA GARCIA CUNHA;09/2020;32.004,65;0,00;1.629,70;0,00;33.634,35;-713,08;-7.078,19;-3.499,99;0,00;-11.291,26;22.343,09;0,00;0,00
TRF1;MARIANNE BEZERRA SATHLER BORRE;09/2020;32.004,65;0,00;2.349,32;10.724,37;45.078,34;-5.188,61;-8.509,43;-435,08;-3.435,70;-17.568,82;27.509,52;0,00;0,00
TRF1;MARILIA GURGEL ROCHA DE PAIVA E SALES;09/2020;33.689,11;0,00;910,08;5.989,18;40.588,37;-5.497,99;-8.424,36;-330,00;-384,97;-14.637,32;25.951,05;0,00;0,00
TRF1;MARINA DE MATTOS SALLES;09/2020;32.004,65;0,00;910,08;15.291,12;48.205,85;-5.177,94;-9.843,69;-296,40;0,00;-15.318,03;32.887,82;0,00;0,00
TRF1;MARINA ROCHA CAVALCANTI BARROS MENDES;09/2020;32.004,65;0,00;1.629,70;0,00;33.634,35;-713,10;-6.973,91;-3.750,31;0,00;-11.437,32;22.197,03;0,00;0,00
TRF1;MARIO CESAR RIBEIRO;09/2020;35.462,22;0,00;0,00;0,00;35.462,22;-5.121,81;-6.950,66;-1.431,58;0,00;-13.504,05;21.958,17;0,00;0,00
TRF1;MARIO DE PAULA FRANCO JUNIOR;09/2020;32.004,65;0,00;1.629,70;0,00;33.634,35;-713,08;-7.010,87;-7.003,05;0,00;-14.727,00;18.907,35;0,00;0,00
TRF1;MARK YSHIDA BRANDAO;09/2020;33.689,11;0,00;910,08;11.229,60;45.828,79;-5.497,99;-8.267,94;-1.518,10;-5.625,39;-20.909,42;24.919,37;0,00;0,00
TRF1;MARLA CONSUELO SANTOS MARINHO;09/2020;33.689,11;0,00;910,08;11.229,70;45.828,89;-5.497,99;-8.424,36;-4.302,23;-5.625,49;-23.850,07;21.978,82;0,00;0,00
TRF1;MARLLON SOUSA;09/2020;33.689,11;0,00;1.125,08;10.835,68;45.649,87;-5.778,75;-8.347,15;-443,51;-5.231,47;-19.800,88;25.848,99;0,00;0,00
TRF1;MATEUS BENATO PONTALTI;09/2020;32.004,65;0,00;910,08;42.026,90;74.941,63;-713,08;-11.028,73;-3.096,41;-3.978,47;-18.816,69;56.124,94;0,00;0,00
TRF1;MAURICIO JOSE DE MENDONCA JUNIOR;09/2020;32.004,65;0,00;1.629,70;10.892,81;44.527,16;-713,08;-9.049,92;-4.901,77;-3.604,14;-18.268,91;26.258,25;0,00;0,00
TRF1;MAURICIO RIOS JUNIOR;09/2020;33.689,11;0,00;910,08;28.822,91;63.422,10;-5.497,99;-10.226,07;-1.545,81;-11.989,00;-29.258,87;34.163,23;0,00;0,00
TRF1;MAURILIO FREITAS MAIA DE QUEIROZ;09/2020;32.004,65;0,00;910,08;10.668,22;43.582,95;-713,08;-9.134,70;-2.503,82;-3.379,55;-15.731,15;27.851,80;0,00;0,00
TRF1;MAURO CESAR GARCIA PATINI;09/2020;33.689,11;0,00;1.629,70;11.229,70;46.548,51;-713,08;-9.740,21;-275,05;-5.625,49;-16.353,83;30.194,68;0,00;0,00
TRF1;MAURO HENRIQUE VIEIRA;09/2020;33.689,11;0,00;1.629,70;37.432,34;72.751,15;-713,08;-11.209,86;-9.074,04;-5.625,49;-26.622,47;46.128,68;0,00;0,00
TRF1;MAURO REZENDE DE AZEVEDO;09/2020;33.689,11;0,00;910,08;10.106,73;44.705,92;-5.497,99;-8.267,95;-2.519,53;-4.502,52;-20.787,99;23.917,93;0,00;0,00
TRF1;MEI LIN LOPES WU BANDEIRA;09/2020;33.689,11;0,00;1.629,70;11.229,70;46.548,51;-5.497,99;-8.372,22;-1.291,49;-5.625,49;-20.787,19;25.761,32;0,00;0,00
TRF1;MICHAEL PROCOPIO RIBEIRO ALVES AVELAR;09/2020;32.004,65;0,00;1.125,08;10.668,22;43.797,95;-5.177,94;-8.512,37;-812,83;-3.379,55;-17.882,69;25.915,26;0,00;0,00
TRF1;MIGUEL ANGELO DE ALVARENGA LOPES;09/2020;33.689,11;0,00;910,08;0,00;34.599,19;-5.497,99;-6.883,20;-1.560,58;0,00;-13.941,77;20.657,42;0,00;0,00
TRF1;MILENA SOUZA DE ALMEIDA PIRES;09/2020;32.004,65;0,00;910,08;12.914,16;45.828,89;-5.497,99;-8.424,36;-1.095,78;-5.625,49;-20.643,62;25.185,27;0,00;0,00
TRF1;MOACIR FERREIRA RAMOS;09/2020;39.868,16;0,00;0,00;0,00;39.868,16;-5.849,72;0,00;-4.572,44;-574,84;-10.997,00;28.871,16;0,00;0,00
TRF1;MOISES DA SILVA MAIA;09/2020;32.004,65;0,00;2.349,32;9.470,39;43.824,36;-5.412,64;-8.343,56;-1.358,50;-2.181,72;-17.296,42;26.527,94;0,00;0,00
TRF1;MONICA GUIMARAES LIMA;09/2020;32.004,65;0,00;1.496,76;12.914,16;46.415,57;-5.497,99;-8.320,08;-315,06;-5.625,49;-19.758,62;26.656,95;0,00;0,00
TRF1;MONICA NEVES AGUIAR DA SILVA;09/2020;33.689,11;0,00;0,00;0,00;33.689,11;-4.784,92;-7.079,29;-1.665,84;0,00;-13.530,05;20.159,06;0,00;0,00
TRF1;MONICA SIFUENTES;09/2020;35.462,22;5.834,88;910,08;23.641,48;65.848,66;-5.834,88;-12.317,64;-853,75;-7.989,64;-26.995,91;38.852,75;0,00;0,00
TRF1;MONIQUE MARTINS SARAIVA;09/2020;33.689,11;0,00;1.629,70;11.604,03;46.922,84;-5.497,99;-8.424,36;-2.572,16;-5.999,82;-22.494,33;24.428,51;0,00;0,00
TRF1;MURILO FERNANDES DE ALMEIDA;09/2020;33.689,11;5.834,88;910,08;13.593,85;54.027,92;-5.834,88;-7.863,35;-11.109,19;-7.989,64;-32.797,06;21.230,86;0,00;0,00
TRF1;MURILO MENDES;09/2020;33.689,11;0,00;910,08;20.962,11;55.561,30;-5.497,99;-10.434,61;-4.374,60;-4.128,20;-24.435,40;31.125,90;0,00;0,00
TRF1;MYRIAN IRIS BAPTISTA LOMONACO;09/2020;33.689,11;0,00;0,00;0,00;33.689,11;-4.784,92;-6.555,70;0,00;0,00;-11.340,62;22.348,49;0,00;0,00
TRF1;NAIBER PONTES DE ALMEIDA;09/2020;33.689,11;0,00;1.629,70;11.229,70;46.548,51;-5.497,99;-8.215,81;-1.310,70;-5.625,49;-20.649,99;25.898,52;0,00;0,00
TRF1;NAIR CRISTINA CORADO ZAIDAN;09/2020;33.689,11;0,00;1.629,70;11.229,70;46.548,51;-5.497,99;-8.372,22;-8.547,96;-5.625,49;-28.043,66;18.504,85;0,00;0,00
TRF1;NATALIA FLORIPES DINIZ;09/2020;32.004,65;0,00;910,08;0,00;32.914,73;-713,08;-7.026,05;-3.455,45;0,00;-11.194,58;21.720,15;0,00;0,00
TRF1;NAZARENO CESAR MOREIRA REIS;09/2020;33.689,11;0,00;1.629,70;4.866,20;40.185,01;-5.497,99;-8.117,13;-2.796,76;0,00;-16.411,88;23.773,13;0,00;0,00
TRF1;NEIAN MILHOMEM CRUZ;09/2020;33.689,11;0,00;1.629,70;11.604,03;46.922,84;-5.497,99;-8.424,36;-1.927,76;-5.999,82;-21.849,93;25.072,91;0,00;0,00
TRF1;NELSON LIU PITANGA;09/2020;32.004,65;0,00;910,08;55.480,15;88.394,88;-713,08;-10.072,01;-6.779,22;-3.735,15;-21.299,46;67.095,42;0,00;0,00
TRF1;NELSON LOUREIRO DOS SANTOS;09/2020;33.689,11;5.497,99;910,08;11.229,70;51.326,88;-5.497,99;-9.884,17;-444,28;-5.625,49;-21.451,93;29.874,95;0,00;0,00
TRF1;NEUZA ALVES;09/2020;35.462,22;0,00;0,00;0,00;35.462,22;-5.121,81;0,00;-2.643,83;0,00;-7.765,64;27.696,58;0,00;0,00
TRF1;NEVITON  GUEDES;09/2020;35.462,22;5.834,88;910,08;11.820,74;54.027,92;-5.834,88;-9.936,30;-2.464,69;-7.989,64;-26.225,51;27.802,41;0,00;0,00
TRF1;NEWTON PEREIRA RAMOS NETO;09/2020;33.689,11;0,00;1.555,08;15.760,98;51.005,17;-713,08;-7.090,67;-15.859,95;-10.156,77;-33.820,47;17.184,70;0,00;0,00
TRF1;NEY BELLO;09/2020;35.462,22;0,00;910,08;11.820,74;48.193,04;-5.834,88;-8.279,57;-1.765,69;-7.989,64;-23.869,78;24.323,26;0,00;0,00
TRF1;NILZA MARIA COSTA DOS REIS;09/2020;33.689,11;5.497,99;910,08;11.229,70;51.326,88;-5.497,99;-9.936,31;-1.162,67;-5.625,49;-22.222,46;29.104,42;0,00;0,00
TRF1;NOVELY  VILANOVA;09/2020;35.462,22;5.834,88;910,08;11.820,74;54.027,92;-5.834,88;-8.899,83;-6.420,46;-7.989,64;-29.144,81;24.883,11;0,00;0,00
TRF1;OLINDO MENEZES;09/2020;35.462,22;5.834,88;910,08;11.820,74;54.027,92;-5.834,88;-9.936,30;-1.638,09;-7.989,64;-25.398,91;28.629,01;0,00;0,00
TRF1;OLIVIA MERLIN SILVA;09/2020;33.689,11;0,00;1.629,70;13.593,85;48.912,66;-713,08;-8.912,20;-3.264,84;-7.989,64;-20.879,76;28.032,90;0,00;0,00
TRF1;OMAR BELLOTTI FERREIRA;09/2020;33.689,11;0,00;1.125,08;22.459,40;57.273,59;-5.497,99;-10.643,17;-235,82;-5.625,49;-22.002,47;35.271,12;0,00;0,00
TRF1;ORLANDA LUIZA DE LIMA FERREIRA;09/2020;35.462,22;0,00;0,00;0,00;35.462,22;-5.121,81;-6.950,66;-8.742,10;0,00;-20.814,57;14.647,65;0,00;0,00
TRF1;OSMANE ANTONIO DOS SANTOS;09/2020;33.689,11;5.497,99;910,08;10.855,38;50.952,56;-5.497,99;-9.936,31;-735,05;-5.251,17;-21.420,52;29.532,04;0,00;0,00
TRF1;OSMAR TOGNOLO;09/2020;35.462,22;0,00;0,00;0,00;35.462,22;-5.121,81;-6.950,66;-11.756,61;0,00;-23.829,08;11.633,14;0,00;0,00
TRF1;OSMAR VAZ DE MELLO DA FONSECA JUNIOR;09/2020;33.689,11;0,00;910,08;11.229,70;45.828,89;-5.497,99;-8.372,22;-2.522,18;-5.625,49;-22.017,88;23.811,01;0,00;0,00
TRF1;PABLO ENRIQUE CARNEIRO BALDIVIESO;09/2020;33.689,11;0,00;1.340,08;11.229,70;46.258,89;-5.497,99;-7.274,86;-4.584,26;-5.625,49;-22.982,60;23.276,29;0,00;0,00
TRF1;PABLO ZUNIGA DOURADO;09/2020;33.689,11;0,00;1.770,08;25.217,57;60.676,76;-5.834,88;-10.341,96;-1.205,29;-8.383,66;-25.765,79;34.910,97;0,00;0,00
TRF1;PATRICIA ALENCAR TEIXEIRA DE CARVALHO;09/2020;32.004,65;0,00;1.629,70;10.743,09;44.377,44;-713,08;-9.086,18;-3.364,33;-3.454,42;-16.618,01;27.759,43;0,00;0,00
TRF1;PAULA SOUZA MORAES;09/2020;32.004,65;0,00;910,08;11.510,45;44.425,18;-713,08;-9.115,02;-3.025,65;-4.221,78;-17.075,53;27.349,65;0,00;0,00
TRF1;PAULO ALKMIN COSTA JUNIOR;09/2020;32.004,65;0,00;910,08;12.914,16;45.828,89;-713,08;-8.675,87;-4.508,75;-5.625,49;-19.523,19;26.305,70;0,00;0,00
TRF1;PAULO AUGUSTO MOREIRA LIMA;09/2020;33.689,11;0,00;910,08;11.229,60;45.828,79;-713,08;-9.095,33;-3.638,41;-5.625,39;-19.072,21;26.756,58;0,00;0,00
TRF1;PAULO CESAR LOPES;09/2020;32.004,65;0,00;910,08;12.633,41;45.548,14;-5.497,99;-7.726,65;-2.941,37;-5.344,74;-21.510,75;24.037,39;0,00;0,00
TRF1;PAULO CESAR MOY ANAISSE;09/2020;33.689,11;0,00;910,08;26.202,64;60.801,83;-5.497,99;-7.028,95;-7.600,41;-5.625,49;-25.752,84;35.048,99;0,00;0,00
TRF1;PAULO CEZAR ALVES SODRE;09/2020;33.689,11;0,00;910,08;22.459,40;57.058,59;-5.497,99;-10.538,89;-3.548,86;-5.625,49;-25.211,23;31.847,36;0,00;0,00
TRF1;PAULO ERNANE MOREIRA BARROS;09/2020;33.689,11;0,00;910,08;11.229,60;45.828,79;-713,08;-9.043,19;-4.291,02;-5.625,39;-19.672,68;26.156,11;0,00;0,00
TRF1;PAULO FERNANDO SILVEIRA;09/2020;33.689,11;0,00;0,00;0,00;33.689,11;-4.784,92;-6.555,70;-1.166,00;0,00;-12.506,62;21.182,49;0,00;0,00
TRF1;PAULO MAXIMO DE CASTRO CABACINHA;09/2020;33.689,11;0,00;910,08;26.202,64;60.801,83;-713,08;-9.740,21;-813,82;-5.625,49;-16.892,60;43.909,23;0,00;0,00
TRF1;PAULO RICARDO DE SOUZA CRUZ;09/2020;33.689,11;0,00;910,08;5.910,37;40.509,56;-5.497,99;-8.424,36;-1.030,65;-306,16;-15.259,16;25.250,40;0,00;0,00
TRF1;PAULO ROBERTO LYRIO PIMENTA;09/2020;33.689,11;0,00;2.059,70;11.229,70;46.978,51;-5.497,99;-8.320,08;-443,49;-5.625,49;-19.887,05;27.091,46;0,00;0,00
TRF1;PEDRO ALBERTO PEREIRA DE MELLO CALMON HOLLIDAY;09/2020;33.689,11;0,00;910,08;11.229,70;45.828,89;-5.497,99;-8.372,22;-1.770,05;-5.625,49;-21.265,75;24.563,14;0,00;0,00
TRF1;PEDRO ALVES DIMAS JUNIOR;09/2020;32.004,65;0,00;910,08;8.890,18;41.804,91;-713,08;-9.086,47;-3.544,26;-1.601,51;-14.945,32;26.859,59;0,00;0,00
TRF1;PEDRO BRAGA FILHO;09/2020;33.689,11;5.497,99;910,08;11.229,70;51.326,88;-5.497,99;-9.884,17;-2.700,36;-5.625,49;-23.708,01;27.618,87;0,00;0,00
TRF1;PEDRO FELIPE DE OLIVEIRA SANTOS;09/2020;33.689,11;0,00;910,08;0,00;34.599,19;-713,08;-7.554,18;-3.385,85;0,00;-11.653,11;22.946,08;0,00;0,00
TRF1;PEDRO FRANCISCO DA SILVA;09/2020;33.689,11;0,00;910,08;11.229,70;45.828,89;-5.497,99;-8.372,22;-2.884,46;-5.625,49;-22.380,16;23.448,73;0,00;0,00
TRF1;PEDRO HENRIQUE LIMA CARVALHO;09/2020;32.004,65;0,00;1.629,70;10.668,22;44.302,57;-713,08;-9.010,59;-4.199,26;-3.379,55;-17.302,48;27.000,09;0,00;0,00
TRF1;PEDRO MARADEI NETO;09/2020;33.689,11;0,00;910,08;7.486,40;42.085,59;-713,08;-9.043,20;-3.063,48;-1.882,19;-14.701,95;27.383,64;0,00;0,00
TRF1;PEDRO PAULO CASTELO BRANCO COELHO;09/2020;35.462,22;0,00;0,00;0,00;35.462,22;-5.121,81;-6.950,66;-11.091,87;0,00;-23.164,34;12.297,88;0,00;0,00
TRF1;PEDRO PEREIRA PIMENTA;09/2020;32.004,65;0,00;1.125,08;12.914,16;46.043,89;-5.497,99;-8.424,36;-2.471,00;-5.625,49;-22.018,84;24.025,05;0,00;0,00
TRF1;PEDRO VINICIUS MORAES CARNEIRO;09/2020;32.004,65;0,00;1.629,70;10.668,22;44.302,57;-713,08;-9.082,57;-3.525,54;-3.379,55;-16.700,74;27.601,83;0,00;0,00
TRF1;PLAUTO AFONSO DA SILVA RIBEIRO;09/2020;35.462,22;0,00;0,00;0,00;35.462,22;-5.121,81;0,00;-1.097,92;0,00;-6.219,73;29.242,49;0,00;0,00
TRF1;POLLYANNA KELLY MACIEL MEDEIROS MARTINS ALVES;09/2020;32.004,65;0,00;910,08;25.397,89;58.312,62;-713,10;-9.110,90;-12.946,84;-3.884,93;-26.655,77;31.656,85;0,00;0,00
TRF1;RAFAEL ANGELO SLOMP;09/2020;33.689,11;0,00;910,08;11.229,70;45.828,89;-5.497,99;-7.559,58;-2.823,66;-5.625,49;-21.506,72;24.322,17;0,00;0,00
TRF1;RAFAEL ARAUJO TORRES;09/2020;32.004,65;0,00;2.238,87;10.668,22;44.911,74;-713,08;-9.082,57;-2.410,27;-3.379,55;-15.585,47;29.326,27;0,00;0,00
TRF1;RAFAEL DE AZEVEDO PINTO;09/2020;32.004,65;0,00;910,08;6.288,64;39.203,37;-5.263,29;-8.213,89;-1.401,06;0,00;-14.878,24;24.325,13;0,00;0,00
TRF1;RAFAEL DE SOUSA BRANQUINHO E ASSIS;09/2020;33.689,11;0,00;2.349,32;11.229,60;47.268,03;-5.497,99;-8.320,07;-1.284,33;-5.625,39;-20.727,78;26.540,25;0,00;0,00
TRF1;RAFAEL FRANKLIM BUSSOLARI;09/2020;32.004,65;0,00;1.629,70;23.488,80;57.123,15;-713,08;-11.055,46;-4.051,99;-5.531,91;-21.352,44;35.770,71;0,00;0,00
TRF1;RAFAEL IANNER SILVA;09/2020;33.689,11;0,00;1.629,70;11.229,70;46.548,51;-713,08;-8.938,93;-5.641,61;-5.625,49;-20.919,11;25.629,40;0,00;0,00
TRF1;RAFAEL LEITE PAULO;09/2020;33.689,11;0,00;910,08;41.825,39;76.424,58;-5.497,99;-10.643,17;-2.355,48;-5.999,82;-24.496,46;51.928,12;0,00;0,00
TRF1;RAFAEL LIMA DA COSTA;09/2020;33.689,11;0,00;1.629,70;22.833,73;58.152,54;-713,08;-11.750,46;-1.570,40;-5.999,82;-20.033,76;38.118,78;0,00;0,00
TRF1;RAFAEL PAULO SOARES PINTO;09/2020;33.689,11;0,00;1.629,70;19.839,06;55.157,87;-713,10;-10.784,92;-6.364,25;-3.005,15;-20.867,42;34.290,45;0,00;0,00
TRF1;RAFAEL VASCONCELOS PORTO;09/2020;33.689,11;0,00;2.489,70;0,00;36.178,81;-713,08;-7.653,78;-1.931,46;0,00;-10.298,32;25.880,49;0,00;0,00
TRF1;RAFFAELA CASSIA DE SOUSA;09/2020;32.004,65;0,00;910,08;8.983,76;41.898,49;-713,08;-9.011,24;-4.763,41;-1.264,62;-15.752,35;26.146,14;0,00;0,00
TRF1;RAIMUNDO BEZERRA MARIANO NETO;09/2020;33.689,11;0,00;1.629,70;11.229,70;46.548,51;-713,10;-8.991,06;-3.787,06;-5.625,49;-19.116,71;27.431,80;0,00;0,00
TRF1;RAPHAEL CASELLA DE ALMEIDA CARVALHO;09/2020;33.689,11;0,00;910,08;9.358,09;43.957,28;-713,08;-8.725,57;-13.043,36;-3.753,88;-26.235,89;17.721,39;0,00;0,00
TRF1;RAQUEL SOARES CHIARELLI;09/2020;33.689,11;0,00;910,08;11.229,60;45.828,79;-5.497,99;-8.424,35;-1.820,44;-5.625,39;-21.368,17;24.460,62;0,00;0,00
TRF1;RAQUEL VASCONCELOS ALVES DE LIMA;09/2020;32.004,65;0,00;910,08;20.980,83;53.895,56;-5.177,94;-10.472,49;-1.138,20;-3.023,94;-19.812,57;34.082,99;0,00;0,00
TRF1;REGINA MARIA DE SOUZA TORRES;09/2020;33.689,11;0,00;910,08;5.614,85;40.214,04;-5.497,99;-8.424,36;-1.362,51;-10,64;-15.295,50;24.918,54;0,00;0,00
TRF1;REGINALDO MARCIO PEREIRA;09/2020;33.689,11;6.562,79;910,08;11.229,70;52.391,68;-6.562,79;-9.936,31;-1.592,15;-5.625,49;-23.716,74;28.674,94;0,00;0,00
TRF1;REGIS DE SOUZA ARAUJO;09/2020;33.689,11;0,00;1.125,08;25.414,59;60.228,78;-5.834,90;-10.713,04;-462,67;-7.989,64;-25.000,25;35.228,53;0,00;0,00
TRF1;REGIVANO FIORINDO;09/2020;33.689,11;0,00;910,08;8.983,76;43.582,95;-713,08;-8.928,74;-3.595,84;-3.379,55;-16.617,21;26.965,74;0,00;0,00
TRF1;RENATA ALMEIDA DE MOURA ISAAC;09/2020;32.004,65;0,00;1.629,70;6.026,61;39.660,96;-5.327,30;-8.072,10;-868,24;0,00;-14.267,64;25.393,32;0,00;0,00
TRF1;RENATA MESQUITA RIBEIRO QUADROS;09/2020;33.689,11;0,00;1.629,70;11.229,70;46.548,51;-5.497,99;-8.267,95;-9.782,35;-5.625,49;-29.173,78;17.374,73;0,00;0,00
TRF1;RENATO COELHO BORELLI;09/2020;32.004,65;0,00;1.629,70;2.938,43;36.572,78;-713,10;-8.491,75;-3.808,53;0,00;-13.013,38;23.559,40;0,00;0,00
TRF1;RENATO GRIZOTTI JUNIOR;09/2020;33.689,11;0,00;910,08;11.229,70;45.828,89;-6.562,79;-8.131,54;-1.127,51;-5.625,49;-21.447,33;24.381,56;0,00;0,00
TRF1;RICARDO AUGUSTO DE SALES;09/2020;33.689,11;0,00;910,08;2.994,59;37.593,78;-5.497,99;-7.706,71;-330,00;0,00;-13.534,70;24.059,08;0,00;0,00
TRF1;RICARDO AUGUSTO SOARES LEITE;09/2020;32.004,65;0,00;910,08;25.098,43;58.013,16;-5.263,29;-8.488,90;-1.270,63;-3.585,47;-18.608,29;39.404,87;0,00;0,00
TRF1;RICARDO BECKERATH DA SILVA LEITAO;09/2020;33.689,11;0,00;910,08;43.200,37;77.799,56;-713,08;-11.265,15;-3.503,65;-5.999,82;-21.481,70;56.317,86;0,00;0,00
TRF1;RICARDO FELIPE RODRIGUES MACIEIRA;09/2020;33.689,11;0,00;910,08;374,33;34.973,52;-5.497,99;-8.424,36;-1.716,94;-5.999,82;-21.639,11;13.334,41;0,00;0,00
TRF1;RICARDO GONCALVES DA ROCHA CASTRO;09/2020;33.689,11;0,00;0,00;0,00;33.689,11;-4.784,92;0,00;-1.743,87;0,00;-6.528,79;27.160,32;0,00;0,00
TRF1;RICARDO MACHADO RABELO;09/2020;33.689,11;0,00;910,08;31.503,57;66.102,76;-5.497,99;-9.925,52;-4.049,59;0,00;-19.473,10;46.629,66;0,00;0,00
TRF1;RITA DE CASSIA FREITAS ANDREATA;09/2020;25.412,70;0,00;0,00;0,00;25.412,70;-3.212,40;-5.235,72;-1.674,63;0,00;-10.122,75;15.289,95;0,00;0,00
TRF1;ROBERTA DIAS DO NASCIMENTO GAUDENZI;09/2020;32.004,65;0,00;1.629,70;10.668,22;44.302,57;-5.177,94;-8.408,09;-435,07;-3.379,55;-17.400,65;26.901,92;0,00;0,00
TRF1;ROBERTO CARLOS DE OLIVEIRA;09/2020;33.689,11;0,00;910,08;11.879,74;46.478,93;-5.621,51;-8.286,10;-1.815,98;-6.275,53;-21.999,12;24.479,81;0,00;0,00
TRF1;ROBERTO CARVALHO VELOSO;09/2020;33.689,11;5.834,88;910,08;25.217,57;65.651,64;-5.834,88;-12.050,83;-2.816,08;-8.383,66;-29.085,45;36.566,19;0,00;0,00
TRF1;ROBERTO LEMOS AGUIAR;09/2020;15.327,41;0,00;0,00;0,00;15.327,41;-1.435,41;0,00;0,00;0,00;-1.435,41;13.892,00;0,00;0,00
TRF1;ROBERTO LUIS LUCHI DEMO;09/2020;33.689,11;0,00;2.059,70;11.229,70;46.978,51;-5.497,99;-8.372,22;-404,27;-5.625,49;-19.899,97;27.078,54;0,00;0,00
TRF1;ROBSON DE MAGALHAES PEREIRA;09/2020;32.004,65;6.472,36;910,08;6.812,69;46.199,78;-6.472,36;-9.805,41;-9.975,16;0,00;-26.252,93;19.946,85;0,00;0,00
TRF1;ROBSON SILVA MASCARENHAS;09/2020;32.004,65;0,00;1.629,70;10.668,22;44.302,57;-713,08;-8.906,75;-4.649,87;-3.379,55;-17.649,25;26.653,32;0,00;0,00
TRF1;RODRIGO BAHIA ACCIOLY LINS;09/2020;32.004,65;0,00;910,08;8.029,24;40.943,97;-713,08;-8.883,57;-4.157,97;-740,57;-14.495,19;26.448,78;0,00;0,00
TRF1;RODRIGO BRITTO PEREIRA LIMA;09/2020;33.689,11;0,00;1.629,70;11.229,70;46.548,51;-5.497,99;-8.320,08;-1.108,09;-5.625,49;-20.551,65;25.996,86;0,00;0,00
